train_acc;val_acc;train_loss;val_loss
0.09911894276409948;0.28444444444444444;3.241940593929543;2.2056940968831382
0.19935344827586207;0.4888888888888889;2.6956938135212867;1.7183682950337729
0.2941810344827586;0.56;2.264618684505594;1.463413462109036
0.3728448275862069;0.6266666666666667;1.987848133876406;1.2394044767485723
0.47737068965517243;0.68;1.6399440642060905;1.082531021171146
0.5352422907488987;0.7466666666666667;1.432234868604181;0.9648948804537455
0.5506465517241379;0.76;1.3412493755077493;0.8801697551541858
0.5808189655172413;0.7733333333333333;1.2725134964646965;0.7779016380839877
0.6475770925110133;0.7866666666666666;1.0873419109420104;0.7269658965534634
0.6551724137931034;0.8;1.0870001192750602;0.6730521439678139
0.6552863438749104;0.8;1.0301352424243473;0.6541225356194708
0.6853448275862069;0.8222222222222222;0.9254701949399093;0.6220905397832394
0.6982758620689655;0.8311111111111111;0.9031962978428808;0.5942915819254186
0.7338362068965517;0.84;0.8004434334820715;0.5724293415082825
0.7378854624237783;0.8533333333333334;0.7644575345883811;0.5486657215282321
0.7489224137931034;0.8577777777777778;0.7770557681034351;0.5190400448193153
0.7532327586206896;0.8577777777777778;0.7392648581800789;0.5086989976134565
0.7808370046678619;0.8666666666666667;0.6532267807338732;0.510426247794595
0.7808370044052864;0.8666666666666667;0.6354576806139841;0.4921858935741087
0.7931034482758621;0.8711111111111111;0.6516021890886898;0.46075517266574834
0.7737068965517241;0.8711111111111111;0.6712867052390658;0.44408949504916867
0.8103448275862069;0.8755555555555555;0.5731057360254485;0.4328254196792841
0.8127753301339002;0.8711111111111111;0.5370186575183784;0.43963755763446294
0.8028634358607725;0.8622222216924031;0.5648929256174533;0.44538834631443025
0.822198275862069;0.8622222222222222;0.5198124092200707;0.43779704415860277
0.84375;0.8711111111111111;0.4685113645833114;0.4267472360490097
0.8415948275862069;0.8888888888888888;0.4761177208916894;0.38870248020730086
0.8566810344827587;0.8933333333333333;0.45418684852534325;0.3758091839402914
0.8458149782361438;0.88;0.4753905922043166;0.40431289367015577
0.837004405023768;0.8844444444444445;0.4578887151989118;0.3823851961435543
0.8599137931034483;0.8933333333333333;0.457163464406441;0.36845189342275264
0.8491379310344828;0.8933333333333333;0.4123338034440731;0.366933107946275
0.8566810344827587;0.8888888888888888;0.4266464987705494;0.3732911521734463
0.8793103448275862;0.8844444444444445;0.37362688933980875;0.3531842520235417
0.8788546255506607;0.9022222222222223;0.3593524731203323;0.33881934460744056
0.884698275862069;0.8933333333333333;0.3735925380525918;0.34183762496000986
0.8700440528634361;0.9022222222222223;0.38716179001173784;0.360247401370046
0.8793103448275862;0.9066666666666666;0.3716072928288887;0.33531095032192143
0.8857758620689655;0.9155555555555556;0.33840579976295604;0.31500293299167725
0.8987068965517241;0.9111111111111111;0.3308040951860362;0.3127064396932514
0.8920704845814978;0.9066666666666666;0.3206134047277173;0.30062186324710233
0.896551724137931;0.9111111111111111;0.32096693741864174;0.290836937596517
0.8954741379310345;0.9111111111111111;0.3075499092710429;0.3006370178295765
0.9096916302185226;0.9155555555555556;0.291900210049709;0.2692615195898624
0.9040948275862069;0.9333333333333333;0.3085538274769125;0.24327552679441092
0.9127155172413793;0.9244444444444444;0.2929857075214386;0.25774418825826917
0.9052863438749104;0.92;0.29499574215664215;0.2725283123113008
0.927801724137931;0.92;0.24551289502916665;0.2552407115045935
0.9350220266942936;0.9244444444444444;0.21931957765297744;0.24021727182242708
0.9245689655172413;0.9377777777777778;0.24479191133688236;0.2362770784260162
0.9040948275862069;0.9288888888888889;0.27527215267563687;0.25910498560555023
0.9105603448275862;0.9511111111111111;0.2630403298756172;0.22411362328760637
0.9129955944510808;0.9511111111111111;0.2539910512611204;0.21538380780241115
0.9317180619365844;0.9466666666666667;0.22792640551596485;0.2168329334130653
0.9450431034482759;0.9422222222222222;0.19064521172951007;0.21878690029261633
0.915948275862069;0.9422222222222222;0.2544269209791874;0.20981860901714147
0.9245689655172413;0.9377777777777778;0.2456982896245759;0.22717115030968368
0.9096916299559471;0.9288888888888889;0.24039471336529644;0.2270500024130969
0.9364224137931034;0.9466666666666667;0.2112051016040917;0.21088014920096612
0.9288793103448276;0.9511111111111111;0.22678851850073914;0.21057638432258197
0.9407327586206896;0.9466666666666667;0.2044991000459112;0.2001932117518542
0.9358108105423214;0.96;0.211085689765913;0.1785310315916043
0.9450431034482759;0.9511111111111111;0.18585795819245535;0.18316645038333565
0.9342672413793104;0.9511111111111111;0.2096692151550589;0.19255023266824234
0.959051724137931;0.9511111111111111;0.15094658578264303;0.22260849104295227
0.9504310344827587;0.9511111111111111;0.1622208552756186;0.21120513279830144
0.9439655172413793;0.9555555555555556;0.18288159370422363;0.18115971193601985
0.9526431715435919;0.9644444444444444;0.16721121710827697;0.15284326764742015
0.9504310344827587;0.96;0.17695703062004056;0.17490355491290555
0.9493534482758621;0.96;0.18051575008651305;0.1866237099932429
0.9549549554919338;0.96;0.16906650028787218;0.17254075366877564
0.9525862068965517;0.9511111111111111;0.1529218435030559;0.18569058468956628
0.9601293103448276;0.9511111111111111;0.14055501496226624;0.18125150255968847
0.9568965517241379;0.9644444444444444;0.1589574826688602;0.16418724324815331
0.9644396551724138;0.9688888888888889;0.1325879017340726;0.13733316421433603
0.9306167400881057;0.9466666666666667;0.19209172652156342;0.18102842383335682
0.9612068965517241;0.9466666666666667;0.14439904921013733;0.19007814724991073
0.9525862068965517;0.9511111111111111;0.1320476900657703;0.1811827352288593
0.9614537447559676;0.9644444444444444;0.11881546748367175;0.14740951961808604
0.9559471365638766;0.9555555555555556;0.15610352618053622;0.1731307072092669
0.9450431034482759;0.9511111111111111;0.1677184041332582;0.21106207158650148
0.9676724137931034;0.96;0.11672664118994927;0.16835693359206844
0.9612068965517241;0.9555555555555556;0.11194072541748655;0.1565472327305017
0.9515086206896551;0.96;0.14443754931462222;0.1443542623511328
0.9570484584123553;0.9555555555555556;0.12878519959649326;0.17136139498787897
0.9581497797356828;0.9555555555555556;0.14579941719639145;0.16192120763981116
0.9622844827586207;0.9644444444444444;0.13241647890415684;0.11731525844972364
0.9568965517241379;0.9644444444444444;0.11998398370783904;0.14420022434640284
0.9633620689655172;0.9688888888888889;0.11527716471203442;0.14111198372303382
0.9655172413793104;0.9733333333333334;0.10973165543942616;0.13236316045120475
0.9559471363013011;0.9688888888888889;0.12544898025789974;0.1447067740228239
0.96875;0.9644444444444444;0.1045046566568058;0.16411081552499027
0.9570484584123553;0.9688888888888889;0.12511751308446414;0.14123307916844674
0.9633620689655172;0.9644444444444444;0.12013276531521616;0.14723220507290938
0.9691629958572892;0.9644444444444444;0.11480763265739978;0.12829123549937826
0.9644396551724138;0.9644444444444444;0.12607100419700146;0.15281325764080975
0.9719827586206896;0.96;0.104544537976898;0.13488486899209318
0.9691629955947136;0.9644444444444444;0.10181061900528517;0.1468624311011
0.9644396551724138;0.9644444444444444;0.11267594794004128;0.13223358604506455
0.9655172413793104;0.9688888888888889;0.10548976079785619;0.12593262778281417
0.9719827586206896;0.9644444444444444;0.08456887285514124;0.13103701644440863
0.9709051724137931;0.9644444444444444;0.11066201329231262;0.13224744637706964
0.9669603524229075;0.9644444444444444;0.09743560981908034;0.16137761168985484
0.9735682822009015;0.9688888888888889;0.09618005914703864;0.10945754739951048
0.9644396551724138;0.9688888888888889;0.10296246647064028;0.11327675395526765
0.9709051724137931;0.9733333333333334;0.08656210529393163;0.11205712477361279
0.9665948275862069;0.9688888888888889;0.10108232793623004;0.11210635979965446
